seed,partition,n_destinations,retained_edge_fraction,mean_degree,threshold,n_split_incidents,n_extra_split_fragments,n_merged_destinations,n_fake_only_destinations,generator_version,seed_split,candidate_bundle_sha256,package_versions,config_identity,metric_direction
3014,additive_cij_matched_density,44,0.02496154691,9.210810811,0.5442240059,1,1,1,28,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3014,oracle,16,,,,0,0,0,0,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3015,product_cij,53,0.0236732964,8.593406593,0.2733811439,2,3,1,35,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3015,additive_cij_matched_density,38,0.02462688826,8.93956044,0.5439401808,2,2,1,21,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3015,oracle,16,,,,0,0,0,0,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3016,product_cij,52,0.02453805036,8.980926431,0.3091131643,2,2,1,35,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3016,additive_cij_matched_density,42,0.02529741963,9.258855586,0.561455692,1,1,1,26,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3016,oracle,16,,,,0,0,0,0,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3017,product_cij,52,0.02421390374,9.056,0.300353311,2,2,1,35,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3017,additive_cij_matched_density,47,0.02485561497,9.296,0.5589001388,1,1,1,31,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3017,oracle,16,,,,0,0,0,0,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3018,product_cij,52,0.02430466134,8.555240793,0.2900733015,3,3,2,35,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3018,additive_cij_matched_density,43,0.0254474633,8.957507082,0.5527564417,2,2,2,27,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3018,oracle,16,,,,0,0,0,0,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3019,product_cij,52,0.02445115413,9.193633952,0.2840256201,2,2,1,35,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3019,additive_cij_matched_density,45,0.02477566454,9.315649867,0.552876467,1,1,1,29,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3019,oracle,16,,,,0,0,0,0,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3020,product_cij,52,0.02523956642,8.530973451,0.3293987918,3,3,2,35,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3020,additive_cij_matched_density,48,0.02572829938,8.696165192,0.5692706222,2,2,2,32,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3020,oracle,16,,,,0,0,0,0,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3021,product_cij,51,0.02360783225,8.947368421,0.2438965644,2,2,1,34,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3021,additive_cij_matched_density,43,0.02420497153,9.173684211,0.5338693029,2,2,2,27,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
3021,oracle,16,,,,0,0,0,0,4.1.0,test:3000-3039,a7c7a3f7ea63e57f1d98bd42f21c02aa04a69eaa37c824584a2be65f00f2d7e1,"{""numpy"": ""2.0.2"", ""pandas"": ""2.2.2"", ""python-louvain"": ""0.16"", ""scikit-learn"": ""1.6.1"", ""scipy"": ""1.16.3""}","{""additive"": {""calibration_objective"": 0.024220283682757516, ""knn"": 8, ""q"": 0.95}, ""error_model"": ""conservative-v1"", ""product"": {""knn"": 8, ""resolution"": 1.2, ""sigma_geo_m"": 900.0, ""tau_temp_min"": 60.0, ""threshold_quantile"": 0.95, ""track"": ""operational_label_free""}}","{""arrival_equity_gap_min"": ""lower"", ""boat_workload_cv"": ""lower"", ""cvar90_arrival_min"": ""lower"", ""deadline_miss_rate"": ""lower"", ""duplicate_dispatches"": ""lower"", ""fake_dispatches"": ""lower"", ""latent_harm"": ""lower"", ""max_arrival_min"": ""lower"", ""mean_arrival_min"": ""lower"", ""merge_caused_misses"": ""lower"", ""split_trips"": ""lower"", ""total_fleet_workload_min"": ""lower"", ""unique_population_reached_by_deadline_rate"": ""higher"", ""unserved_genuine_incidents"": ""lower""}"
