method,scenario,metric,direction,mean_stress_minus_baseline,bootstrap_ci95_low,bootstrap_ci95_high,paired_runs,bootstrap_resamples
product_cij_leiden,exact_transport_copy_2x,pair_f1_original,higher,0.011141029723225598,0.0011130769521334495,0.021852776208857474,40,5000
product_cij_leiden,exact_transport_copy_2x,ari_all,higher,0.014324302334041463,0.003784733458796884,0.02564757235362724,40,5000
product_cij_leiden,exact_transport_copy_2x,pair_f1_all,higher,0.01304634341327221,0.0033956590959790243,0.02337029505818682,40,5000
product_cij_leiden,exact_transport_copy_2x,fake_absorption_rate_all,lower,0.0,0.0,0.0,40,5000
product_cij_leiden,exact_transport_copy_2x,fake_rejection_rate_all,descriptive,0.0,0.0,0.0,40,5000
product_cij_leiden,exact_transport_copy_2x,genuine_rejection_rate_all,lower,0.0,0.0,0.0,40,5000
product_cij_leiden,exact_transport_copy_2x,false_destination_rate_all,lower,0.5154785043481361,-0.43057313236299394,1.572508511218612,40,5000
product_cij_leiden,exact_transport_copy_2x,retained_edge_fraction,descriptive,-0.014370374210141723,-0.014609803780037693,-0.014142814732843158,40,5000
product_cij_leiden,exact_transport_copy_2x,mean_degree,descriptive,0.4654851958552129,0.42710693913502734,0.5056943240720848,40,5000
product_cij_leiden,exact_transport_copy_5x,ari_original,higher,-0.6200647208353616,-0.6403289739788234,-0.5994981659842787,40,5000
product_cij_leiden,exact_transport_copy_5x,pair_f1_original,higher,-0.6115693570438486,-0.6319044774891464,-0.5922855319691541,40,5000
product_cij_leiden,exact_transport_copy_5x,ari_all,higher,-0.5715212825741973,-0.5924095702425847,-0.5503459065450509,40,5000
product_cij_leiden,exact_transport_copy_5x,pair_f1_all,higher,-0.5612815212525295,-0.5816860622327561,-0.5412054771895103,40,5000
product_cij_leiden,exact_transport_copy_5x,fake_absorption_rate_all,lower,0.0,0.0,0.0,40,5000
product_cij_leiden,exact_transport_copy_5x,fake_rejection_rate_all,descriptive,0.0,0.0,0.0,40,5000
product_cij_leiden,exact_transport_copy_5x,genuine_rejection_rate_all,lower,0.0,0.0,0.0,40,5000
product_cij_leiden,exact_transport_copy_5x,false_destination_rate_all,lower,2.0577479179194547,1.2237381147691797,2.8754477832158436,40,5000
product_cij_leiden,exact_transport_copy_5x,retained_edge_fraction,descriptive,-0.023956445864888327,-0.02435093700811071,-0.02359425723579049,40,5000
product_cij_leiden,exact_transport_copy_5x,mean_degree,descriptive,0.24195156044031937,0.19825762903447333,0.28506195793327094,40,5000
geo_time_dbscan,gps_noise_100m,ari_original,higher,-0.030024074887768537,-0.04788639260421411,-0.014771736333047947,40,5000
geo_time_dbscan,gps_noise_100m,pair_f1_original,higher,-0.02638703828257486,-0.041820229114790636,-0.012522877093597985,40,5000
geo_time_dbscan,gps_noise_100m,ari_all,higher,-0.030024074887768537,-0.04743874929488864,-0.014654112334871608,40,5000
geo_time_dbscan,gps_noise_100m,pair_f1_all,higher,-0.02638703828257486,-0.04223054711019987,-0.01278089267909583,40,5000
geo_time_dbscan,gps_noise_100m,fake_absorption_rate_all,lower,0.0,0.0,0.0,40,5000
geo_time_dbscan,gps_noise_100m,fake_rejection_rate_all,descriptive,0.0,0.0,0.0,40,5000
geo_time_dbscan,gps_noise_100m,genuine_rejection_rate_all,lower,0.0,0.0,0.0,40,5000
geo_time_dbscan,gps_noise_100m,false_destination_rate_all,lower,1.0335393772893775,0.517878735847486,1.6159782925407928,40,5000
geo_time_dbscan,gps_noise_100m,retained_edge_fraction,descriptive,,,,0,5000
geo_time_dbscan,gps_noise_100m,mean_degree,descriptive,,,,0,5000
geo_time_dbscan,gps_noise_300m,ari_original,higher,-0.12691573858134142,-0.15508781602486563,-0.09976861908442489,40,5000
geo_time_dbscan,gps_noise_300m,pair_f1_original,higher,-0.11090364975906838,-0.13465099663423397,-0.08754777095097162,40,5000
geo_time_dbscan,gps_noise_300m,ari_all,higher,-0.12691573858134142,-0.15509217695582028,-0.10033184616106404,40,5000
geo_time_dbscan,gps_noise_300m,pair_f1_all,higher,-0.11090364975906838,-0.13434538459995085,-0.08767737150973491,40,5000
geo_time_dbscan,gps_noise_300m,fake_absorption_rate_all,lower,0.0,0.0,0.0,40,5000
geo_time_dbscan,gps_noise_300m,fake_rejection_rate_all,descriptive,0.0,0.0,0.0,40,5000
geo_time_dbscan,gps_noise_300m,genuine_rejection_rate_all,lower,0.06705292642186908,0.019888044764689503,0.12423491072798415,40,5000
geo_time_dbscan,gps_noise_300m,false_destination_rate_all,lower,3.7624979187479193,2.5464535464535465,4.907500052031303,40,5000
geo_time_dbscan,gps_noise_300m,retained_edge_fraction,descriptive,,,,0,5000
geo_time_dbscan,gps_noise_300m,mean_degree,descriptive,,,,0,5000
geo_time_dbscan,time_noise_15min,ari_original,higher,-0.012200220676192506,-0.028266795624390936,0.002070111647319765,40,5000
geo_time_dbscan,time_noise_15min,pair_f1_original,higher,-0.010863007234354705,-0.024093769696543584,0.0017609438532106311,40,5000
geo_time_dbscan,time_noise_15min,ari_all,higher,-0.012200220676192506,-0.027116567249395054,0.0021373369570605004,40,5000
geo_time_dbscan,time_noise_15min,pair_f1_all,higher,-0.010863007234354705,-0.02455295494614621,0.0018340778936479687,40,5000
geo_time_dbscan,time_noise_15min,fake_absorption_rate_all,lower,0.0,0.0,0.0,40,5000
geo_time_dbscan,time_noise_15min,fake_rejection_rate_all,descriptive,0.0,0.0,0.0,40,5000
geo_time_dbscan,time_noise_15min,genuine_rejection_rate_all,lower,0.0,0.0,0.0,40,5000
geo_time_dbscan,time_noise_15min,false_destination_rate_all,lower,0.7714889277389277,0.19145646020646015,1.4467985139860138,40,5000
geo_time_dbscan,time_noise_15min,retained_edge_fraction,descriptive,,,,0,5000
geo_time_dbscan,time_noise_15min,mean_degree,descriptive,,,,0,5000
geo_time_dbscan,time_noise_60min,ari_original,higher,-0.05461421920147412,-0.0739373736042451,-0.03652595450173019,40,5000
geo_time_dbscan,time_noise_60min,pair_f1_original,higher,-0.04837827177146364,-0.06514047425025667,-0.03206063655139324,40,5000
geo_time_dbscan,time_noise_60min,ari_all,higher,-0.05461421920147412,-0.07352059082039554,-0.03666184852617217,40,5000
geo_time_dbscan,time_noise_60min,pair_f1_all,higher,-0.04837827177146364,-0.06558968160997175,-0.03219832291709167,40,5000
geo_time_dbscan,time_noise_60min,fake_absorption_rate_all,lower,0.8333333333333334,0.0,2.5,40,5000
geo_time_dbscan,time_noise_60min,fake_rejection_rate_all,descriptive,1.7083333333333335,1.125,2.3333333333333335,40,5000
geo_time_dbscan,time_noise_60min,genuine_rejection_rate_all,lower,1.2841584655244207,1.0878607763370505,1.4922039273340493,40,5000
geo_time_dbscan,time_noise_60min,false_destination_rate_all,lower,1.114590270840271,-0.05035875582750568,2.2393042721167706,40,5000
geo_time_dbscan,time_noise_60min,retained_edge_fraction,descriptive,,,,0,5000
geo_time_dbscan,time_noise_60min,mean_degree,descriptive,,,,0,5000
geo_time_dbscan,exact_transport_copy_2x,ari_original,higher,0.0,0.0,0.0,40,5000
geo_time_dbscan,exact_transport_copy_2x,pair_f1_original,higher,0.0,0.0,0.0,40,5000
geo_time_dbscan,exact_transport_copy_2x,ari_all,higher,0.006348050741083711,0.006132590887463495,0.006552061292030242,40,5000
geo_time_dbscan,exact_transport_copy_2x,pair_f1_all,higher,0.006818272489597307,0.00658244167822295,0.007031000886794731,40,5000
geo_time_dbscan,exact_transport_copy_2x,fake_absorption_rate_all,lower,0.0,0.0,0.0,40,5000
geo_time_dbscan,exact_transport_copy_2x,fake_rejection_rate_all,descriptive,0.0,0.0,0.0,40,5000
geo_time_dbscan,exact_transport_copy_2x,genuine_rejection_rate_all,lower,0.0,0.0,0.0,40,5000
geo_time_dbscan,exact_transport_copy_2x,false_destination_rate_all,lower,0.0,0.0,0.0,40,5000
geo_time_dbscan,exact_transport_copy_2x,retained_edge_fraction,descriptive,,,,0,5000
geo_time_dbscan,exact_transport_copy_2x,mean_degree,descriptive,,,,0,5000
geo_time_dbscan,exact_transport_copy_5x,ari_original,higher,0.0,0.0,0.0,40,5000
geo_time_dbscan,exact_transport_copy_5x,pair_f1_original,higher,0.0,0.0,0.0,40,5000
geo_time_dbscan,exact_transport_copy_5x,ari_all,higher,0.010064083984852767,0.00970590423072594,0.010391437471339537,40,5000
geo_time_dbscan,exact_transport_copy_5x,pair_f1_all,higher,0.010807671192749235,0.010447931762249783,0.01113699293668863,40,5000
geo_time_dbscan,exact_transport_copy_5x,fake_absorption_rate_all,lower,0.0,0.0,0.0,40,5000
geo_time_dbscan,exact_transport_copy_5x,fake_rejection_rate_all,descriptive,0.0,0.0,0.0,40,5000
geo_time_dbscan,exact_transport_copy_5x,genuine_rejection_rate_all,lower,0.0,0.0,0.0,40,5000
geo_time_dbscan,exact_transport_copy_5x,false_destination_rate_all,lower,0.0,0.0,0.0,40,5000
geo_time_dbscan,exact_transport_copy_5x,retained_edge_fraction,descriptive,,,,0,5000
geo_time_dbscan,exact_transport_copy_5x,mean_degree,descriptive,,,,0,5000
