ari_all,ari_original,contaminated_destinations_all,contaminated_destinations_original,fake_absorption_rate_all,fake_absorption_rate_original,fake_only_destinations_all,fake_only_destinations_original,fake_rejection_rate_all,fake_rejection_rate_original,false_destination_rate_all,false_destination_rate_original,genuine_rejection_rate_all,genuine_rejection_rate_original,mean_degree,method,n_clusters_all,n_clusters_original,n_edges,n_evaluated_reports,n_original_reports,n_unassigned_all,n_unassigned_original,nmi_all,nmi_original,pair_f1_all,pair_f1_original,retained_edge_fraction,run_id,runtime_seconds,scenario,seed,threshold
0.802405142054059,0.802405142054059,0,0,0.0,0.0,2,2,0.0,0.0,13.333333333333334,13.333333333333334,0.0,0.0,10.073825503355705,product_cij_leiden,15,15,1501.0,298,298,0,0,0.929298580732277,0.929298580732277,0.816848083293895,0.816848083293895,0.033918604388403044,run_042,0.026718832999904407,gps_noise_300m,42,0.2682046875863908
0.354350823619385,0.354350823619385,0,0,0.0,0.0,2,2,0.0,0.0,25.0,25.0,0.0,0.0,,geo_time_dbscan,8,8,,298,298,0,0,0.7373366776904381,0.7373366776904381,0.41888875836955247,0.41888875836955247,,run_042,0.004516911999871809,gps_noise_300m,42,1.0
0.7828930638663347,0.7828930638663347,0,0,0.0,0.0,3,3,0.0,0.0,20.0,20.0,0.0,0.0,9.74496644295302,product_cij_louvain,15,15,1452.0,298,298,0,0,0.9346745263353804,0.9346745263353804,0.799372338040798,0.799372338040798,0.03281133482475764,run_042,0.03005591999999524,time_noise_15min,42,0.33513440413732787
0.8056696939639658,0.8056696939639658,0,0,0.0,0.0,3,3,0.0,0.0,17.647058823529413,17.647058823529413,0.0,0.0,8.268456375838927,additive_cij_louvain,17,17,1232.0,298,298,0,0,0.9455252635969705,0.9455252635969705,0.8200972447325771,0.8200972447325771,0.02783992045737012,run_042,0.03101992199981396,time_noise_15min,42,1.5928344195771607
0.7455640539322546,0.7455640539322546,0,0,0.0,0.0,2,2,0.0,0.0,14.285714285714286,14.285714285714286,0.0,0.0,9.718120805369127,additive_cij_louvain_matched_density,14,14,1448.0,298,298,0,0,0.9180423179502324,0.9180423179502324,0.7651448639157155,0.7651448639157155,0.032720945472623324,run_042,0.032244900000023335,time_noise_15min,42,0.7973751624068672
0.7828930638663347,0.7828930638663347,0,0,0.0,0.0,3,3,0.0,0.0,20.0,20.0,0.0,0.0,9.74496644295302,product_cij_leiden,15,15,1452.0,298,298,0,0,0.9346745263353804,0.9346745263353804,0.799372338040798,0.799372338040798,0.03281133482475764,run_042,0.022961011000006692,time_noise_15min,42,0.33513440413732787
0.38305410007805085,0.38305410007805085,0,0,0.0,0.0,2,2,0.0,0.0,20.0,20.0,0.0,0.0,,geo_time_dbscan,10,10,,298,298,0,0,0.786868381768883,0.786868381768883,0.44375311100049775,0.44375311100049775,,run_042,0.0036219060002622427,time_noise_15min,42,1.0
0.747476100591667,0.747476100591667,0,0,0.0,0.0,3,3,0.0,0.0,18.75,18.75,0.0,0.0,9.825503355704697,product_cij_louvain,16,16,1464.0,298,298,0,0,0.9044272529281693,0.9044272529281693,0.765358993338268,0.765358993338268,0.0330825028811606,run_042,0.03079017899972314,time_noise_60min,42,0.25800441575586475
0.7647287230358502,0.7647287230358502,0,0,0.0,0.0,3,3,0.0,0.0,16.666666666666668,16.666666666666668,0.0,0.0,8.429530201342281,additive_cij_louvain,18,18,1256.0,298,298,0,0,0.9184080014234401,0.9184080014234401,0.782350251486054,0.782350251486054,0.028382256570176033,run_042,0.029246536000300694,time_noise_60min,42,1.4309031397679903
0.7018601871676138,0.7018601871676138,0,0,0.0,0.0,3,3,0.0,0.0,20.0,20.0,0.0,0.0,9.812080536912752,additive_cij_louvain_matched_density,15,15,1462.0,298,298,0,0,0.8730679793700173,0.8730679793700173,0.7234348764691773,0.7234348764691773,0.03303730820509344,run_042,0.03402935999974943,time_noise_60min,42,0.7421290179370419
0.7447902913441702,0.7447902913441702,0,0,0.0,0.0,3,3,0.0,0.0,18.75,18.75,0.0,0.0,9.825503355704697,product_cij_leiden,16,16,1464.0,298,298,0,0,0.8997703904014202,0.8997703904014202,0.7628458498023715,0.7628458498023715,0.0330825028811606,run_042,0.023987235999811674,time_noise_60min,42,0.25800441575586475
0.3277049423317343,0.3277049423317343,0,0,0.0,0.0,2,2,0.0,0.0,22.22222222222222,22.22222222222222,1.2605042016806722,1.2605042016806722,,geo_time_dbscan,9,9,,298,298,3,3,0.7302709077538238,0.7302709077538238,0.3956393368158074,0.3956393368158074,,run_042,0.003592018000290409,time_noise_60min,42,1.0
0.9211675476901862,0.9211675476901862,0,0,0.0,0.0,3,3,0.0,0.0,16.666666666666668,16.666666666666668,0.0,0.0,9.813084112149532,product_cij_louvain,18,18,1575.0,321,321,0,0,0.9777623393841383,0.9777623393841383,0.9265681866837936,0.9265681866837936,0.03066588785046729,run_043,0.030631257000095502,baseline,43,0.33003735382103694
0.9211675476901862,0.9211675476901862,0,0,0.0,0.0,3,3,0.0,0.0,16.666666666666668,16.666666666666668,0.0,0.0,9.29595015576324,additive_cij_louvain,18,18,1492.0,321,321,0,0,0.9777623393841384,0.9777623393841384,0.9265681866837936,0.9265681866837936,0.029049844236760124,run_043,0.02763320600024599,baseline,43,1.5968910347087348
0.8792186836518047,0.8792186836518047,0,0,0.0,0.0,2,2,0.0,0.0,12.5,12.5,0.0,0.0,9.813084112149532,additive_cij_louvain_matched_density,16,16,1575.0,321,321,0,0,0.9632101996457682,0.9632101996457682,0.8877948717948718,0.8877948717948718,0.03066588785046729,run_043,0.03444759000012709,baseline,43,0.7652727103769017
0.9211675476901862,0.9211675476901862,0,0,0.0,0.0,3,3,0.0,0.0,16.666666666666668,16.666666666666668,0.0,0.0,9.813084112149532,product_cij_leiden,18,18,1575.0,321,321,0,0,0.9777623393841384,0.9777623393841384,0.9265681866837936,0.9265681866837936,0.03066588785046729,run_043,0.024694332999843027,baseline,43,0.33003735382103694
0.517048997407371,0.517048997407371,0,0,0.0,0.0,2,2,0.0,0.0,18.181818181818183,18.181818181818183,0.0,0.0,,geo_time_dbscan,11,11,,321,321,0,0,0.8433354940360084,0.8433354940360084,0.5615801704105344,0.5615801704105344,,run_043,0.004511979000199062,baseline,43,1.0
